Record#,PIT Tag,SRR Verbose,SRR Code,Event Type,Length,Weight,Conditional Comments,Text Comments,Event Date,Event Site,Life Stage,Brood Year,Migration Year,Spawn Year,Release Site,RKM Mask,RKM Ext,Release Temp,Release Date,Tagger,Organization,Capture Method,Mark Method,Mark Temp,Hold Temp,Raceway/Transect/Tank,Hatchery,Stock,Latitude,Longitude,Lat/Long Source,CWT-S,Second PIT Tag,Scale ID,Adipose Clip,Fin Clip,CWT-BODY,Release Status,Sex,Capture Status,Snubbed Dorsal,Injury,Tally Count,Scale Age,Scale Origin ,Final Origin,Field Origin
85,3DD.003DA28951,Hat. Summer Steelhead,32H,Mark,650,,AD FE RF,,8/2/2021 7:08,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/2/2021 7:08,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,22-3,X,,,Passed,Female,Maiden,,,,1.2,H,H,H
86,3DD.003DA28966,Wild Summer Steelhead,32W,Mark,570,,AI FE RF,,8/2/2021 7:35,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/2/2021 7:35,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,22-4,,,,Passed,Female,Maiden,,,,2.1,W,W,W
87,3DD.003DA28925,Wild Summer Steelhead,32W,Mark,580,,AI FE RF,,8/2/2021 8:34,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/2/2021 8:34,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,22-5,,,,Passed,Female,Maiden,,,,2.1,W,W,W
88,3DD.003DA2891F,Wild Summer Steelhead,32W,Mark,670,,AI MA RF,,8/2/2021 12:20,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/2/2021 12:20,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,22-6,,,,Passed,Male,Maiden,,,,2.1,W,W,W
89,3DD.003DA28927,Wild Summer Steelhead,32W,Mark,590,,AI FE RF,,8/2/2021 12:41,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/2/2021 12:41,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,23-1,,,,Passed,Female,Maiden,,,,3.1,W,W,W
90,3DD.003DA2892A,Wild Summer Steelhead,32W,Mark,570,,AI FE RF,,8/2/2021 12:46,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/2/2021 12:46,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,23-2,,,,Passed,Female,Maiden,,,,2.1,W,W,W
91,3DD.003DA2890D,Hat. Summer Steelhead,32H,Mark,650,,AD FE RF RV,,8/4/2021 6:04,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/4/2021 6:04,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,24-1,X,X,,Passed,Female,Maiden,X,,,R.2,H,H,H
92,3DD.003DA2893E,Wild Summer Steelhead,32W,Mark,610,,AI FE RF,,8/4/2021 7:30,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/4/2021 7:30,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,24-2,,,,Passed,Female,Maiden,,,,2.1,W,W,W
93,3DD.003DA28969,Wild Summer Steelhead,32W,Mark,510,,AI FE RF,,8/4/2021 10:39,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/4/2021 10:39,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,24-3,,,,Passed,Female,Maiden,,,,2.1,W,W,W
94,3DD.003DA2895A,Hat. Summer Steelhead,32H,Mark,560,,AI CW FE RF,,8/4/2021 10:53,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/4/2021 10:53,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,24-4,,,,Passed,Female,Maiden,X,,,1.1,H,H,H
95,3DD.003DA28955,Wild Summer Steelhead,32W,Mark,530,,AI MA RF,,8/4/2021 11:07,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/4/2021 11:07,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,24-5,,,,Passed,Male,Maiden,,,,W1.1,W,W,W
96,3DD.003DA28913,Wild Summer Steelhead,32W,Mark,610,,AI FE RF,,8/4/2021 11:55,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/4/2021 11:55,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,24-6,,,,Passed,Female,Maiden,,,,2.1,W,W,W
97,3DD.003DA28958,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,Injury-Body,8/4/2021 12:00,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/4/2021 12:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,25-1,X,,,Passed,Female,Maiden,X,GN,,1.2,H,H,H
98,3DD.003DA2893D,Wild Summer Steelhead,32W,Mark,800,,AI FE RF,,8/4/2021 13:30,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/4/2021 13:30,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,25-2,,,,Passed,Female,Maiden,,,,2.2,W,W,W
99,3DD.003DA28941,Hat. Summer Steelhead,32H,Mark,730,,AD FE RF,,8/4/2021 13:54,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/4/2021 13:54,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,25-3,X,,,Passed,Female,Maiden,,,,1.2,H,H,H
100,3DD.003DA28916,Wild Summer Steelhead,32W,Mark,560,,AI FE RF,,8/5/2021 6:31,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/5/2021 6:31,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,26-1,,,,Passed,Female,Maiden,,,,2.2,W,W,W
101,3DD.003DA28919,Wild Summer Steelhead,32W,Mark,580,,AI FE RF,,8/5/2021 7:25,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/5/2021 7:25,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,26-2,,,,Passed,Female,Maiden,,,,2.1,W,W,W
102,3DD.003DA28A9A,Hat. Summer Steelhead,32H,Mark,650,,AD FE RF,,8/5/2021 9:20,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/5/2021 9:20,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,26-3,X,,,Passed,Female,Maiden,X,SS,,1.2,H,H,H
103,3DD.003DA28A78,Hat. Summer Steelhead,32H,Mark,750,,AD FE RF,,8/5/2021 9:24,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/5/2021 9:24,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,26-4,X,,,Passed,Female,Maiden,X,HW,,H2.2,H,H,H
104,3DD.003DA28A5C,Hat. Summer Steelhead,32H,Mark,550,,AD FE RF,,8/5/2021 9:27,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/5/2021 9:27,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,26-5,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
105,3DD.003DA28A52,Hat. Summer Steelhead,32H,Mark,660,,AD FE RF,,8/5/2021 10:56,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/5/2021 10:56,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,26-6,X,,,Passed,Female,Maiden,X,,,R.2,H,H,H
106,3DD.003DA28A6C,Wild Summer Steelhead,32W,Mark,600,,AI FE RF,,8/5/2021 14:17,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/5/2021 14:17,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,27-1,,,,Passed,Female,Maiden,,,,2.1,W,W,W
107,3DD.003DA28A3F,Hat. Summer Steelhead,32H,Mark,540,,AD FE RF,,8/9/2021 6:16,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/9/2021 6:16,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,28-1,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
108,3DD.003DA28A8A,Hat. Summer Steelhead,32H,Mark,740,,AD MA RF,,8/9/2021 8:06,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/9/2021 8:06,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,28-2,X,,,Passed,Male,Maiden,X,,,1.2,H,H,H
109,3DD.003DA28A68,Wild Summer Steelhead,32W,Mark,530,,AI FE RF,,8/9/2021 11:55,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/9/2021 11:55,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,28-3,,,,Passed,Female,Maiden,,,,2.1,W,W,W
110,3DD.003DA28A70,Wild Summer Steelhead,32W,Mark,660,,AI MA RF,,8/9/2021 13:55,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/9/2021 13:55,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,28-4,,,,Passed,Male,Maiden,,,,2.2,W,W,W
111,3DD.003DA28A62,Hat. Summer Steelhead,32H,Mark,580,,AI CW MA RF,,8/12/2021 6:00,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/12/2021 6:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,29-1,,,,Passed,Male,Maiden,X,,,1.1,H,H,H
112,3DD.003DA28A97,Hat. Summer Steelhead,32H,Mark,590,,AD FE RF,,8/12/2021 6:36,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/12/2021 6:36,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,29-2,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
113,3DD.003DA28A99,Hat. Summer Steelhead,32H,Mark,640,,AD FE RF RV,,8/12/2021 6:40,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/12/2021 6:40,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,29-3,X,X,,Passed,Female,Maiden,X,,,1.2,H,H,H
114,3DD.003DA28A92,Hat. Summer Steelhead,32H,Mark,740,,AD FE RF,,8/12/2021 8:06,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/12/2021 8:06,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,29-4,X,,,Passed,Female,Maiden,X,,,R.2,H,H,H
115,3DD.003DA28A77,Hat. Summer Steelhead,32H,Mark,670,,AD FE RF,,8/12/2021 8:19,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/12/2021 8:19,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,29-5,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
116,3DD.003DA28A56,Hat. Summer Steelhead,32H,Mark,700,,AD FE RF,,8/12/2021 10:59,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/12/2021 10:59,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,29-6,X,,,Passed,Female,Maiden,X,,,H2.2,H,H,H
117,3DD.003DA28A61,Wild Summer Steelhead,32W,Mark,570,,AI MA RF,,8/12/2021 12:06,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/12/2021 12:06,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,30-1,,,,Passed,Male,Maiden,,,,2.1,W,W,W
118,3DD.003DA28A80,Hat. Summer Steelhead,32H,Mark,590,,AD FE RF,,8/13/2021 6:00,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/13/2021 6:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,31-1,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
119,3DD.003DA28A40,Hat. Summer Steelhead,32H,Mark,530,,AD FE RF,,8/13/2021 7:33,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/13/2021 7:33,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,31-2,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
120,3DD.003DA28A6B,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,,8/13/2021 11:49,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/13/2021 11:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,31-3,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
121,3DD.003D8756F8,Hat. Summer Steelhead,32H,Recapture,560,,AD MA RE RF,This is a recap!!!!,8/16/2021 6:02,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/16/2021 6:02,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,32-1,X,,,Passed,Male,Maiden,X,,,H2.1,H,H,H
122,3DD.003DA28A44,Wild Summer Steelhead,32W,Mark,580,,AI FE RF,,8/16/2021 6:22,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/16/2021 6:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,32-2,,,,Passed,Female,Maiden,,,,2.1,W,W,W
123,3DD.003DA28A6E,Hat. Summer Steelhead,32H,Mark,560,,AD FE RF,,8/16/2021 7:35,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/16/2021 7:35,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,32-3,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
124,3DD.003DA28A3E,Hat. Summer Steelhead,32H,Mark,550,,AD FE RF,,8/16/2021 7:42,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/16/2021 7:42,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,32-4,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
125,3DD.003DA28A4C,Hat. Summer Steelhead,32H,Mark,660,,AD FE RF,Injury-Body,8/16/2021 7:44,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/16/2021 7:44,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,32-5,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
126,3DD.003DA28A5B,Hat. Summer Steelhead,32H,Mark,610,,AD FE RF,,8/16/2021 8:16,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/16/2021 8:16,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,32-6,X,,,Passed,Female,Maiden,,,,1.1,H,H,H
127,3DD.003DA28A50,Hat. Summer Steelhead,32H,Mark,750,,AD FE RF,,8/16/2021 11:47,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/16/2021 11:47,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,33-1,X,,,Passed,Female,Maiden,,GN,,1.2,H,H,H
128,3DD.003DA28A6F,Hat. Summer Steelhead,32H,Mark,540,,AD CW MA RF,,8/16/2021 12:33,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/16/2021 12:33,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,33-2,X,,,Passed,Male,Maiden,X,,,R.1,H,H,H
129,3DD.003DA28A47,Wild Summer Steelhead,32W,Mark,570,,AI FE RF,,8/17/2021 6:00,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/17/2021 6:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,34-1,,,,Passed,Female,Maiden,,,,R.1,W,W,W
130,3DD.003DA28A9C,Hat. Summer Steelhead,32H,Mark,570,,AD MA RF,,8/17/2021 10:05,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/17/2021 10:05,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,34-2,X,,,Passed,Male,Maiden,X,,,R.1,H,H,H
131,3DD.003DA28A4D,Hat. Summer Steelhead,32H,Mark,730,,AD FE RF,,8/17/2021 11:00,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/17/2021 11:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,34-3,X,,,Passed,Female,Maiden,X,,,R.2,H,H,H
132,3DD.003DA28A75,Hat. Summer Steelhead,32H,Mark,620,,AD FE RF,,8/18/2021 6:05,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/18/2021 6:05,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,35-1,X,,,Passed,Female,Maiden,X,,,H2.1,H,H,H
133,3DD.003D321B0D,Wild Summer Steelhead,32W,Recapture,530,,AI FE RE RF,This is a recap!!!!,8/18/2021 6:21,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/18/2021 6:21,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,35-2,,,,Passed,Female,Maiden,,,,2.1,W,W,W
134,3DD.003DA28A7F,Hat. Summer Steelhead,32H,Mark,530,,AD FE RF,,8/18/2021 13:10,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/18/2021 13:10,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,35-3,X,,,Passed,Female,Maiden,X,,,H2.1,H,H,H
135,3DD.003DA28A8E,Wild Summer Steelhead,32W,Mark,680,,AI MA RF,,8/23/2021 5:51,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/23/2021 5:51,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,36-1,,,,Passed,Male,Maiden,,,,2.1,W,W,W
136,3DD.003DA28A66,Wild Summer Steelhead,32W,Mark,570,,AI FE RF,,8/23/2021 10:45,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/23/2021 10:45,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,36-2,,,,Passed,Female,Maiden,,,,R.1,W,W,W
137,3DD.003DA28A7C,Wild Summer Steelhead,32W,Mark,750,,AI MA RF,,8/23/2021 10:58,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/23/2021 10:58,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,36-3,,,,Passed,Male,Maiden,,,,2.2,W,W,W
138,3DD.003DA28A72,Hat. Summer Steelhead,32H,Mark,540,,AD FE RF,,8/23/2021 11:01,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/23/2021 11:01,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,36-4,X,,,Passed,Female,Maiden,X,,,H2.1,H,H,H
139,3DD.003DA28A59,Hat. Summer Steelhead,32H,Mark,560,,AD MA RF,,8/23/2021 11:15,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/23/2021 11:15,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,36-5,X,,,Passed,Male,Maiden,X,,,R.1,H,H,H
140,3DD.003DA28A48,Hat. Summer Steelhead,32H,Mark,610,,AD CW FE RF,,8/23/2021 11:17,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/23/2021 11:17,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,36-6,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
141,3DD.003DA28A4E,Wild Summer Steelhead,32W,Mark,530,,AI MA RF,,8/23/2021 12:06,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/23/2021 12:06,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,37-1,,,,Passed,Male,Maiden,,,,3.1,W,W,W
142,3DD.003DA28A83,Wild Summer Steelhead,32W,Mark,600,,AI FE RF,,8/23/2021 12:10,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/23/2021 12:10,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,37-2,,,,Passed,Female,Maiden,,,,3.1,W,W,W
143,3DD.003DA28A58,Wild Summer Steelhead,32W,Mark,600,,AI FE RF,,8/23/2021 12:57,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/23/2021 12:57,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,37-3,,,,Passed,Female,Maiden,,,,3.1,W,W,W
144,3DD.003DA28A98,Wild Summer Steelhead,32W,Mark,710,,AI FE RF,Injury-Body,8/25/2021 6:02,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/25/2021 6:02,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,38-1,,,,Passed,Female,Maiden,,GN,,R.2,W,W,W
145,3DD.003DA28A60,Hat. Summer Steelhead,32H,Mark,600,,AD CW FE RF,,8/25/2021 6:18,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/25/2021 6:18,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,38-2,X,,,Passed,Female,Maiden,X,,,H2.1,H,H,H
146,3DD.003DA28A95,Wild Summer Steelhead,32W,Mark,560,,AI FE RF,,8/25/2021 6:29,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/25/2021 6:29,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,38-3,,,,Passed,Female,Maiden,,,,2.1,W,W,W
147,3DD.003DA28A4F,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,,8/25/2021 8:38,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/25/2021 8:38,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,38-4,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
148,3DD.003DA28A5E,Wild Summer Steelhead,32W,Mark,530,,AI FE RF,Injury-Body,8/25/2021 8:53,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/25/2021 8:53,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,38-5,,,,Passed,Female,Maiden,,GN,,R.1,W,W,W
149,3DD.003DA28A88,Hat. Summer Steelhead,32H,Mark,620,,AD FE RF,,8/25/2021 9:34,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/25/2021 9:34,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,38-6,X,,,Passed,Female,Maiden,,,,H2.1,H,H,H
150,3DD.003DA28A86,Wild Summer Steelhead,32W,Mark,580,,AI FE RF,,8/25/2021 10:34,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/25/2021 10:34,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,39-1,,,,Passed,Female,Maiden,,,,R.1,W,W,W
151,3DD.003DA28A4A,Wild Summer Steelhead,32W,Mark,550,,AI FE RF,,8/25/2021 11:13,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/25/2021 11:13,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,39-2,,,,Passed,Female,Maiden,,,,2.1,W,W,W
152,3DD.003DA28A46,Wild Summer Steelhead,32W,Mark,600,,AI FE RF,,8/25/2021 11:30,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/25/2021 11:30,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,39-3,,,,Passed,Female,Maiden,,,,2.1,W,W,W
153,3DD.003DA28A90,Wild Summer Steelhead,32W,Mark,600,,AI MA RF,,8/25/2021 11:34,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/25/2021 11:34,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,39-4,,,,Passed,Male,Maiden,,,,R.1,W,W,W
154,3DD.003DA28A76,Hat. Summer Steelhead,32H,Mark,600,,AD FE RF,,8/25/2021 11:52,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/25/2021 11:52,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,39-5,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
155,3DD.003DA28A81,Wild Summer Steelhead,32W,Mark,620,,AI FE RF,,8/25/2021 11:56,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/25/2021 11:56,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,39-6,,,,Passed,Female,Maiden,,,,2.1,W,W,W
156,3DD.003DA28A5A,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,,8/25/2021 12:09,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/25/2021 12:09,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,40-1,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
157,3DD.003DA28A82,Hat. Summer Steelhead,32H,Mark,560,,AD FE RF,,8/25/2021 13:42,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/25/2021 13:42,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,40-2,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
158,3DD.003DA28A79,Wild Summer Steelhead,32W,Mark,540,,AI FE RF,,8/26/2021 6:32,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/26/2021 6:32,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,41-1,,,,Passed,Female,Maiden,,,,2.1,W,W,W
159,3DD.003DA28A3A,Wild Summer Steelhead,32W,Mark,580,,AI FE RF,,8/26/2021 6:54,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/26/2021 6:54,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,41-2,,,,Passed,Female,Maiden,,,,2.1,W,W,W
160,3DD.003DA28A5D,Wild Summer Steelhead,32W,Mark,560,,AI FE RF,,8/26/2021 8:30,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/26/2021 8:30,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,41-3,,,,Passed,Female,Maiden,,,,R.1,W,W,W
161,3DD.003DA28A6A,Hat. Summer Steelhead,32H,Mark,690,,AD MA RF,,8/26/2021 8:43,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/26/2021 8:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,41-4,X,,,Passed,Male,Maiden,,,,1.2,H,H,H
162,3DD.003DA28A7D,Wild Summer Steelhead,32W,Mark,580,,AI FE RF,,8/26/2021 10:15,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/26/2021 10:15,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,41-5,,,,Passed,Female,Maiden,,,,2.1,W,W,W
163,3DD.003DA28A49,Hat. Summer Steelhead,32H,Mark,550,,AD CW FE RF,,8/26/2021 10:32,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/26/2021 10:32,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,41-6,X,,,Passed,Female,Maiden,X,,,R.1,H,H,H
164,3DD.003DA28A9B,Wild Summer Steelhead,32W,Mark,750,,AI FE RF,Changed to W after scale reading,8/26/2021 11:03,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/26/2021 11:03,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,42-1,,,,Passed,Female,Maiden,X,,,2.2,W,W,H
165,3DD.003DA28A43,Hat. Summer Steelhead,32H,Mark,720,,AD FE RF,Injury-Body,8/26/2021 11:07,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/26/2021 11:07,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,42-2,X,,,Passed,Female,Maiden,X,SS,,H2.2,H,H,H
166,3DD.003D3A2191,Hat. Summer Steelhead,32H,Recapture,580,,AD CW FE RE RF,This is a recap!!!!,8/26/2021 11:23,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/26/2021 11:23,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,X,,42-3,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
167,3DD.003DA28A7E,Hat. Summer Steelhead,32H,Mark,560,,AD FE RF,,8/26/2021 11:49,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/26/2021 11:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,42-4,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
168,384.3B23AC7214,Wild Summer Steelhead,32W,Recapture,,,AI FE RE RF,This is a recap!!!!,8/26/2021 12:08,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/26/2021 12:08,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,42-5,,,,Passed,Female,Maiden,,,,2.1,W,W,W
