Record#,PIT Tag,SRR Verbose,SRR Code,Event Type,Length,Weight,Conditional Comments,Text Comments,Event Date,Event Site,Life Stage,Brood Year,Migration Year,Spawn Year,Release Site,RKM Mask,RKM Ext,Release Temp,Release Date,Tagger,Organization,Capture Method,Mark Method,Mark Temp,Hold Temp,Raceway/Transect/Tank,Hatchery,Stock,Latitude,Longitude,Lat/Long Source,CWT-S,Second PIT Tag,Scale ID,Adipose Clip,Fin Clip,CWT-BODY,Release Status,Sex,Capture Status,Snubbed Dorsal,Injury,Talley Count,Scale Age,Scale Origin ,Final Origin,Field Origin
578,3DD.003DA287DC,Hat. Summer Steelhead,32H,Mark,710,,AD FE RF,,8/28/2020 12:00,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 12:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,105-3,,,,,Female,,,,,UNREADABLE,,H,H
579,3DD.003DA287A5,Wild Summer Steelhead,32W,Mark,770,,AI MA RF,SS,8/28/2020 12:15,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 12:15,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,105-4,,,,,Male,,,,,R.2,,W,W
580,3DD.003DA28784,Wild Summer Steelhead,32W,Mark,580,,AI FE RF,,8/28/2020 12:34,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 12:34,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,105-5,,,,,Female,,,,,2.1,W,W,W
581,3DD.003DA287B4,Hat. Summer Steelhead,32H,Mark,620,,AD FE RF,,8/28/2020 12:40,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 12:40,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,105-6,,,,,Female,,,,,UNREADABLE,,H,H
582,3DD.003DA287BF,Hat. Summer Steelhead,32H,Mark,750,,AD FE RF,SS,8/28/2020 12:49,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 12:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,106-1,,,,,Female,,,,,1.2,H,H,H
583,3DD.003DA287AB,Hat. Summer Steelhead,32H,Mark,620,,AD FE RF,,8/28/2020 13:17,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 13:17,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,106-2,,,,,Female,,,,,1.2,H,H,H
584,3DD.003DA28791,Wild Summer Steelhead,32W,Mark,720,,AI FE RF,,8/28/2020 13:22,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 13:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,106-3,,,,,Female,,,,,2.2,W,W,W
585,3DD.003DA28785,Hat. Summer Steelhead,32H,Mark,690,,AI FE RF,,8/28/2020 13:35,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 13:35,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,106-4,,,,,Female,,,,,2.2,W,W,H
586,3DD.003DA287CC,Wild Summer Steelhead,32W,Mark,750,,AI FE RF,,8/28/2020 13:37,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 13:37,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,106-5,,,,,Female,,,,,2.2,W,W,W
587,3DD.003DA28795,Hat. Summer Steelhead,32H,Mark,660,,AD FE RF,SS,8/28/2020 13:51,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 13:51,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,106-6,,,,,Female,,,,,1.2,H,H,H
588,3DD.003DA287D1,Hat. Summer Steelhead,32H,Mark,740,,AD MA RF,,8/28/2020 14:06,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 14:06,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,107-1,,,,,Male,,,,,1.2,H,H,H
589,3DD.003DA287C1,Hat. Summer Steelhead,32H,Mark,620,,AD FE RF,,8/28/2020 14:18,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 14:18,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,107-2,,,,,Female,,,,,1.2,H,H,H
590,3DD.003DA287B9,Hat. Summer Steelhead,32H,Mark,680,,AD MA RF,SS,8/28/2020 14:23,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 14:23,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,107-3,,,,,Male,,,,,1.2,H,H,H
591,3DD.003DA28793,Hat. Summer Steelhead,32H,Mark,560,,AD MA RF,,8/28/2020 14:28,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 14:28,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,107-4,,,,,Male,,,,,1.1,H,H,H
592,3DD.003DA287AA,Hat. Summer Steelhead,32H,Mark,670,,AD FE RF,,8/31/2020 6:57,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 6:57,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,108-1,,,,,Female,,,,,1.2,H,H,H
593,3DD.003DA28780,Wild Summer Steelhead,32W,Mark,620,,AI FE RF,,8/31/2020 7:21,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 7:21,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,108-2,,,,,Female,,,,,2.2,W,W,W
594,3DD.003DA287DF,Hat. Summer Steelhead,32H,Mark,660,,AD FE RF,,8/31/2020 7:56,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 7:56,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,108-3,,,,,Female,,,,,1.2,H,H,H
595,3DD.003DA287AF,Wild Summer Steelhead,32W,Mark,740,,AI FE RF,SS,8/31/2020 8:57,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 8:57,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,108-4,,,,,Female,,,,,2.2,W,W,W
596,3DD.003DA2879A,Hat. Summer Steelhead,32H,Mark,740,,AI MA RF,,8/31/2020 9:02,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 9:02,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,108-5,,,,,Male,,,,,1.2,H,H,H
597,3DD.003DA287D4,Wild Summer Steelhead,32W,Mark,620,,AI FE RF,,8/31/2020 9:27,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 9:27,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,108-6,,,,,Female,,,,,2.2,W,W,W
598,3DD.003C07E552,Hat. Summer Steelhead,32H,Recapture,750,,AD FE RE RF,This is a recap!!!!,8/31/2020 9:44,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 9:44,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,109-1,,,,,Female,,,,,1.2,H,H,H
599,3DD.003DA28792,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,,8/31/2020 9:59,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 9:59,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,109-2,,,,,Female,,,,,1.2,H,H,H
600,3DD.003DA287E0,Wild Summer Steelhead,32W,Mark,720,,AI FE RF,,8/31/2020 10:01,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 10:01,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,109-3,,,,,Female,,,,,2.2,W,W,W
601,3DD.003DA28786,Hat. Summer Steelhead,32H,Mark,690,,AD MA RF,,8/31/2020 10:36,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 10:36,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,109-4,,,,,Male,,,,,1.2,H,H,H
602,3DD.003DA287D0,Hat. Summer Steelhead,32H,Mark,630,,AD FE RF,SS,8/31/2020 11:50,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 11:50,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,109-5,,,,,Female,,,,,1.2,H,H,H
603,3DD.003DA287A9,Hat. Summer Steelhead,32H,Mark,660,,AD FE RF,MISSING RP,8/31/2020 12:00,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 12:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,109-6,,,,,Female,,,,,1.2,H,H,H
604,3DD.003DA2878F,Hat. Summer Steelhead,32H,Mark,680,,AD CW FE RF,,8/31/2020 12:04,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 12:04,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,110-1,,,,,Female,,,,,1.2,H,H,H
605,3DD.003DA287B6,Wild Summer Steelhead,32W,Mark,740,,AI FE RF,,8/31/2020 12:04,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 12:04,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,110-2,,,,,Female,,,,,2.2,W,W,W
606,3DD.003DA287D9,Hat. Summer Steelhead,32H,Mark,690,,AI CW FE RF,SS,8/31/2020 12:08,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 12:08,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,110-3,,,,,Female,,,,,1.2,H,H,H
607,3DD.003DA287A4,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,,8/31/2020 12:14,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 12:14,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,110-4,,,,,Female,,,,,1.2,H,H,H
608,3DD.003DA2879C,Wild Summer Steelhead,32W,Mark,570,,AI FE RF,,8/31/2020 12:30,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 12:30,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,110-5,,,,,Female,,,,,2.2,W,W,W
609,3DD.003DA2878D,Hat. Summer Steelhead,32H,Mark,680,,AD FE RF,,8/31/2020 12:31,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 12:31,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,110-6,,,,,Female,,,,,1.2,H,H,H
610,3DD.003DA287AC,Hat. Summer Steelhead,32H,Mark,690,,AD MA RF,,8/31/2020 12:34,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 12:34,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,111-1,,,,,Male,,,,,1.2,H,H,H
611,3DD.003DA287DD,Hat. Summer Steelhead,32H,Mark,690,,AD CW FE RF,,8/31/2020 12:48,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 12:48,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,111-2,,,,,Female,,,,,1.2,H,H,H
612,3DD.003DA28799,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,,8/31/2020 12:50,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 12:50,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,111-3,,,,,Female,,,,,1.2,H,H,H
613,3DD.003DA287CA,Hat. Summer Steelhead,32H,Mark,820,,AD MA RF,,8/31/2020 13:04,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 13:04,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,111-4,,,,,Male,,,,,1.2,H,H,H
614,3DD.003DA287B3,Hat. Summer Steelhead,32H,Mark,650,,AD FE RF,,8/31/2020 13:11,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 13:11,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,111-5,,,,,Female,,,,,1.2,H,H,H
615,3DD.003DA287C4,Hat. Summer Steelhead,32H,Mark,640,,AD FE RF,,8/31/2020 13:14,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 13:14,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,111-6,,,,,Female,,,,,1.2,H,H,H
616,3DD.003DA28782,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,GN,8/31/2020 13:16,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 13:16,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,112-1,,,,,Female,,,,,1.2,H,H,H
617,3DD.003DA287AE,Hat. Summer Steelhead,32H,Mark,730,,AD FE RF,HW,8/31/2020 13:21,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 13:21,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,112-2,,,,,Female,,,,,1.2,H,H,H
618,3DD.003DA28788,Hat. Summer Steelhead,32H,Mark,750,,AD FE RF,,8/31/2020 13:24,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 13:24,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,112-3,,,,,Female,,,,,1.2,H,H,H
619,3DD.003DA287CB,Hat. Summer Steelhead,32H,Mark,700,,AD FE RF,,8/31/2020 13:32,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 13:32,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,112-4,,,,,Female,,,,,1.2,H,H,H
620,3DD.003DA287BB,Hat. Summer Steelhead,32H,Mark,740,,AD FE RF,,8/31/2020 13:33,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 13:33,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,112-5,,,,,Female,,,,,1.2,H,H,H
621,3DD.003DA287BE,Wild Summer Steelhead,32W,Mark,650,,AI FE RF,,8/31/2020 13:42,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 13:42,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,112-6,,,,,Female,,,,,2.2,W,W,W
622,3DD.003DA28798,Wild Summer Steelhead,32W,Mark,660,,AI FE RF,,8/31/2020 13:49,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 13:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,113-1,,,,,Female,,,,,1.2,H,H,W
623,3DD.003DA28796,Hat. Summer Steelhead,32H,Mark,710,,AI CW MA RF,,8/31/2020 14:00,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 14:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,113-2,,,,,Male,,,,,1.2,H,H,H
624,3DD.003D365A5D,Hat. Summer Steelhead,32H,Recapture,750,,AD CW MA RE RF,This is a recap!!!!,8/31/2020 14:11,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 14:11,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,113-3,,,,,Male,,,,,1.2,H,H,H
625,3DD.003DA2878C,Wild Summer Steelhead,32W,Mark,790,,AI MA RF,,8/31/2020 14:14,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 14:14,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,113-4,,,,,Male,,,,,1.2,H,H,W
626,3DD.003DA287C3,Wild Summer Steelhead,32W,Mark,600,,AI FE RF,HW,8/31/2020 14:15,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 14:15,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,113-5,,,,,Female,,,,,2.1,W,W,W
627,3DD.003DA28783,Hat. Summer Steelhead,32H,Mark,760,,AD FE RF,SB,8/31/2020 14:20,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/31/2020 14:20,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,113-6,,,,,Female,,,,,1.2,H,H,H
628,3DD.003DA287C7,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,,9/2/2020 6:52,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 6:52,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,114-1,,,,,Female,,,,,1.2,H,H,H
629,3DD.003DA287B0,Hat. Summer Steelhead,32H,Mark,790,,AD MA RF,,9/2/2020 8:22,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 8:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,114-2,,,,,Male,,,,,1.2,H,H,H
630,3DD.003DA287D8,Hat. Summer Steelhead,32H,Mark,610,,AD FE RF RV,,9/2/2020 8:39,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 8:39,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,114-3,,,,,Female,,,,,1.2,H,H,H
631,3DD.003DA28803,Wild Summer Steelhead,32W,Mark,760,,AI FE RF,,9/2/2020 9:34,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 9:34,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,114-4,,,,,Female,,,,,2.2,W,W,W
632,3DD.003DA287F3,Hat. Summer Steelhead,32H,Mark,660,,AD FE RF,SB,9/2/2020 10:18,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 10:18,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,114-5,,,,,Female,,,,,1.2,H,H,H
633,3DD.003DA287F4,Hat. Summer Steelhead,32H,Mark,680,,AD FE RF,,9/2/2020 11:05,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 11:05,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,114-6,,,,,Female,,,,,1.2,H,H,H
634,3DD.003DA28831,Hat. Summer Steelhead,32H,Mark,740,,AD MA RF,SS,9/2/2020 11:38,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 11:38,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,115-1,,,,,Male,,,,,1.2,H,H,H
635,3DD.003D365A27,Wild Summer Steelhead,32W,Recapture,750,,AI MA RE RF,This is a recap!!!!,9/2/2020 12:13,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 12:13,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,115-2,,,,,Male,,,,,2.2,W,W,W
636,3DD.003DA2880F,Hat. Summer Steelhead,32H,Mark,750,,AD FE RF,GN,9/2/2020 12:17,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 12:17,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,115-3,,,,,Female,,,,,1.2,H,H,H
637,3DD.003DA2881B,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,,9/2/2020 12:19,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 12:19,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,115-4,,,,,Female,,,,,1.2,H,H,H
638,3DD.003DA28806,Hat. Summer Steelhead,32H,Mark,700,,AD FE RF,HW,9/2/2020 12:47,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 12:47,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,115-5,,,,,Female,,,,,1.2,H,H,H
639,3DD.003DA28843,Hat. Summer Steelhead,32H,Mark,680,,AD FE RF,,9/2/2020 13:08,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 13:08,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,115-6,,,,,Female,,,,,1.2,H,H,H
640,3DD.003DA287ED,Hat. Summer Steelhead,32H,Mark,670,,AD FE RF,,9/2/2020 13:10,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 13:10,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,116-1,,,,,Female,,,,,1.2,H,H,H
641,3DD.003DA28805,Hat. Summer Steelhead,32H,Mark,540,,AD MA RF,,9/2/2020 13:39,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 13:39,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,116-2,,,,,Male,,,,,1.1,H,H,H
642,3DD.003DA287FC,Hat. Summer Steelhead,32H,Mark,560,,AD MA RF,,9/2/2020 13:46,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 13:46,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,116-3,,,,,Male,,,,,1.1,H,H,H
643,3DD.003DA2883B,Hat. Summer Steelhead,32H,Mark,780,,AI FE RF,GN,9/2/2020 13:50,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 13:50,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,116-4,,,,,Female,,,,,1.2,H,H,H
644,3DD.003DA28824,Hat. Summer Steelhead,32H,Mark,740,,AD CW FE RF,,9/2/2020 13:57,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 13:57,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,116-5,,,,,Female,,,,,1.2,H,H,H
645,3DD.003DA28809,Wild Summer Steelhead,32W,Mark,720,,AI FE RF,SS,9/2/2020 14:01,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 14:01,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,116-6,,,,,Female,,,,,2.2,W,W,W
646,3DD.003BA0051E,Hat. Summer Steelhead,32H,Recapture,590,,AD CP MA RE RF,This is a recap!!!!,9/2/2020 14:06,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 14:06,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,117-1,,,,,Male,,,,,1.1,H,H,H
647,3DD.003DA28829,Hat. Summer Steelhead,32H,Mark,680,,AD FE RF,,9/2/2020 14:43,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/2/2020 14:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,117-2,,,,,Female,,,,,1.2,H,H,H
648,3DD.003DA287EB,Wild Summer Steelhead,32W,Mark,690,,AI FE RF,HW,9/4/2020 6:57,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 6:57,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,118-1,,,,,Female,,,,,3.2,W,W,W
649,3DD.003DA28839,Hat. Summer Steelhead,32H,Mark,620,,AD MA RF,,9/4/2020 7:38,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 7:38,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,118-2,,,,,Male,,,,,1.2,H,H,H
650,3DD.003DA28812,Hat. Summer Steelhead,32H,Mark,730,,AD CW FE RF RV,HW,9/4/2020 7:57,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 7:57,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,118-3,,,,,Female,,,,,1.2,H,H,H
651,3DD.0077A5FFA0,Hat. Summer Steelhead,32H,Recapture,650,,AD CW FE RE RF,This is a recap!!!!,9/4/2020 9:01,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 9:01,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,118-4,,,,,Female,,,,,1.2,H,H,H
652,3DD.003BFA4DFD,Hat. Summer Steelhead,32H,Recapture,660,,AD FE RE RF,This is a recap!!!! SS,9/4/2020 9:09,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 9:09,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,118-5,,,,,Female,,,,,1.2,H,H,H
653,3DD.003DA287EC,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,RP MISSING,9/4/2020 9:59,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 9:59,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,118-6,,,,,Female,,,,,1.2,H,H,H
654,3DD.003DA287FA,Wild Summer Steelhead,32W,Mark,690,,AI FE RF,,9/4/2020 10:03,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 10:03,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,119-1,,,,,Female,,,,,2.2,W,W,W
655,3DD.003DA2881C,Hat. Summer Steelhead,32H,Mark,750,,AD FE RF,,9/4/2020 10:16,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 10:16,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,119-2,,,,,Female,,,,,1.2,H,H,H
656,3DD.003DA287F0,Hat. Summer Steelhead,32H,Mark,740,,AD FE RF,,9/4/2020 10:21,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 10:21,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,119-3,,,,,Female,,,,,1.2,H,H,H
657,3DD.003DA2882B,Hat. Summer Steelhead,32H,Mark,800,,AI FE RF,,9/4/2020 10:24,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 10:24,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,119-4,,,,,Female,,,,,1.2,H,H,H
658,3DD.003DA287E2,Hat. Summer Steelhead,32H,Mark,760,,AD MA RF,,9/4/2020 10:58,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 10:58,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,119-5,,,,,Male,,,,,UNREADABLE,,H,H
659,3DD.003DA2880C,Wild Summer Steelhead,32W,Mark,720,,AI FE RF,,9/4/2020 11:01,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 11:01,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,119-6,,,,,Female,,,,,2.2,W,W,W
660,3DD.003DA2883C,Hat. Summer Steelhead,32H,Mark,730,,AD MA RF,,9/4/2020 11:19,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 11:19,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,120-1,,,,,Male,,,,,1.2,H,H,H
661,3DD.003DA287F2,Hat. Summer Steelhead,32H,Mark,740,,AD MA RF,,9/4/2020 11:21,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 11:21,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,120-2,,,,,Male,,,,,1.2,H,H,H
662,3DD.003DA28802,Hat. Summer Steelhead,32H,Mark,680,,AD FE RF,,9/4/2020 11:24,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 11:24,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,120-3,,,,,Female,,,,,1.2,H,H,H
663,3DD.003DA28820,Hat. Summer Steelhead,32H,Mark,670,,AD MA RF,GN,9/4/2020 11:34,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 11:34,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,120-4,,,,,Male,,,,,1.2,H,H,H
664,3DD.003DA28836,Hat. Summer Steelhead,32H,Mark,730,,AD CW FE RF,,9/4/2020 12:03,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 12:03,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,120-5,,,,,Female,,,,,1.2,H,H,H
665,3DD.003DA2883E,Wild Summer Steelhead,32W,Mark,690,,AI FE RF,,9/4/2020 12:10,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/4/2020 12:10,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,120-6,,,,,Female,,,,,2.2,W,W,W
